item_id,order_id,product_id,quantity,unit_price,discount_percent
ITM101275,O10536,P1074,2,301.68,15
ITM101276,O10150,P1461,3,712.93,15
ITM101277,O10291,P1480,2,71.63,50
ITM101278,O10093,P1370,4,156.21,25
ITM101279,O10207,P1257,5,424.42,0
ITM101280,O10454,P1310,2,763.64,0
ITM101281,O10607,P1335,4,371.98,20
ITM101282,O10258,P1115,3,261.74,50
ITM101283,O10368,P1073,4,270.89,0
ITM101284,O10517,P1154,4,761.48,50
ITM101285,O10221,P1214,-3,1174.5,50
ITM101286,O10079,P1312,7,52.0,20
ITM101287,O10290,P1463,2,715.43,25
ITM101288,O10329,P1531,-3,455.68,0
ITM101289,O10246,P1042,5,324.43,0
ITM101290,O10477,P1468,6,466.81,5
ITM101291,O10392,P1042,4,261.84,25
ITM101292,O10328,P1002,6,226.14,50
ITM101293,O10092,P1511,6,321.46,0
ITM101294,O10357,P1378,8,555.89,15
ITM101295,O10360,P1185,8,297.72,50
ITM101296,O10103,P1490,3,428.5,10
ITM101297,O10521,P1138,2,169.39,0
ITM101298,O10473,P1445,2,786.94,0
ITM101299,O10155,P1193,5,455.9,10
ITM101300,O10451,P1272,2,978.89,0
